Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
302,Rayan Rupert,21,POR,SG,42,0,503,6.2,.435,.460,.111,4.2,12.0,8.0,7.7,2.6,0.4,13.1,12.3,-0.4,0.5,0.1,.014,-5.8,1.0,-4.8,-0.4,,ruperra01
303,Cole Anthony,25,MIL,PG,33,0,500,10.9,.493,.318,.118,3.0,15.4,9.2,34.1,2.0,1.9,21.4,26.0,-0.8,0.5,-0.4,-0.034,-3.9,-0.8,-4.7,-0.3,,anthoco01
304,Gui Santos,23,GSW,PF,39,4,497,12.6,.619,.590,.209,6.8,15.9,11.3,12.3,2.0,2.0,17.5,15.0,0.4,0.7,1.1,.101,-1.5,1.0,-0.5,0.2,,santogu01
305,Tidjane Salaün,20,CHO,PF,31,0,497,13.4,.642,.496,.213,5.6,24.6,15.4,7.4,1.2,1.3,13.5,15.1,0.6,0.6,1.1,.111,-0.8,0.2,-0.6,0.2,,salauti01
306,Zeke Nnaji,25,DEN,PF,36,2,495,12.0,.592,.331,.331,6.7,16.9,12.1,5.5,1.3,3.7,13.2,14.2,0.4,0.5,0.9,.085,-2.7,-0.4,-3.1,-0.1,,nnajize01
307,D'Angelo Russell,29,DAL,PG,26,3,495,12.4,.511,.483,.259,1.8,11.0,6.5,30.9,1.1,0.3,15.9,26.1,-0.3,0.4,0.1,.010,-0.7,-1.4,-2.2,0.0,,russeda01
308,Jordan Hawkins,23,NOP,SG,35,0,493,5.0,.424,.550,.107,3.0,10.8,6.8,7.0,0.8,1.4,11.1,16.7,-0.7,0.1,-0.7,-0.064,-4.6,-3.1,-7.7,-0.7,,hawkijo01
309,Taylor Hendricks,22,UTA,PF,33,6,492,10.2,.574,.547,.250,6.4,15.9,11.0,6.5,1.2,1.6,12.3,13.6,0.3,0.0,0.3,.028,-1.8,-2.0,-3.8,-0.2,,hendrta01
310,Jordan Miller,26,LAC,SF,26,0,490,16.6,.634,.356,.456,5.9,13.5,9.8,12.1,2.0,1.0,11.8,18.4,0.9,0.4,1.3,.129,1.1,-0.2,0.8,0.3,,millejo02
311,Tre Mann,24,CHO,PG,30,1,488,9.0,.478,.524,.084,4.5,11.0,7.9,19.9,1.4,0.6,14.5,23.8,-0.4,0.3,-0.1,-0.006,-3.3,-1.5,-4.9,-0.3,,manntr01
312,De'Anthony Melton,27,GSW,PG,23,0,487,14.1,.544,.466,.262,2.9,11.6,7.2,15.3,3.4,2.0,13.1,24.5,-0.1,0.8,0.7,.064,-2.9,0.8,-2.1,0.0,,meltode01
313,Nolan Traoré,19,BRK,PG,25,2,483,6.8,.464,.456,.195,0.7,7.3,3.8,21.9,1.1,1.7,16.1,17.5,-0.5,0.2,-0.3,-0.028,-5.2,-1.7,-6.9,-0.6,,traorno01
314,Jonathan Kuminga,23,GSW,PF,20,13,476,12.4,.543,.273,.340,6.6,20.5,13.5,15.7,0.8,1.1,17.1,23.8,-0.2,0.5,0.3,.032,-2.5,-1.1,-3.6,-0.2,,kuminjo01
315,Karlo Matković,24,NOP,PF,37,2,472,15.8,.690,.341,.119,6.9,20.0,13.3,7.5,1.2,5.5,12.0,13.2,0.8,0.4,1.2,.123,-0.2,0.4,0.2,0.3,,matkoka01
316,Dalton Knecht,24,LAL,SF,38,1,464,9.2,.552,.603,.115,2.9,11.5,7.3,3.9,0.9,1.8,9.4,16.9,0.0,0.2,0.2,.023,-2.4,-2.0,-4.4,-0.3,,knechda01
317,Landry Shamet,28,NYK,SG,23,6,464,12.8,.619,.734,.294,2.3,7.9,5.1,8.3,1.4,1.1,6.4,15.6,0.9,0.4,1.2,.128,0.7,0.1,0.7,0.3,,shamela01
318,Clint Capela,31,HOU,C,40,1,463,20.1,.552,.000,.281,22.2,21.4,21.8,6.1,2.2,6.2,11.1,13.8,0.9,0.9,1.8,.182,0.8,0.4,1.2,0.4,,capelca01
319,Pat Spencer,29,GSW,PG,34,4,460,12.6,.496,.313,.172,5.2,11.1,8.1,30.0,2.1,0.4,15.0,18.9,0.3,0.5,0.8,.079,-1.5,0.5,-0.9,0.1,,spencpa01
320,Kevin Love,37,UTA,PF,26,5,457,13.9,.554,.703,.223,10.2,26.3,18.1,13.9,0.9,1.7,11.4,16.6,0.5,0.1,0.7,.072,0.4,-1.4,-1.0,0.1,,loveke01
321,Dylan Cardwell,24,SAC,C,23,1,455,14.8,.586,.013,.380,15.7,24.6,20.1,7.6,1.8,7.5,16.3,10.4,0.6,0.6,1.2,.122,-3.3,1.4,-1.9,0.0,,cardwdy01
322,Kenrich Williams,31,OKC,PF,29,0,452,14.6,.601,.493,.162,5.6,16.0,11.1,14.1,1.7,0.9,11.1,16.4,0.6,0.8,1.4,.154,0.6,0.9,1.5,0.4,,willike04
323,Jalen Wilson,25,BRK,PF,32,0,450,8.5,.542,.641,.282,1.0,10.3,5.4,7.1,1.2,0.4,8.1,16.9,0.1,0.2,0.2,.023,-3.3,-1.9,-5.3,-0.4,,wilsoja03
324,Keaton Wallace,26,ATL,PG,39,2,445,11.1,.540,.615,.081,0.7,10.6,5.6,23.3,2.2,1.0,13.6,15.2,0.2,0.4,0.6,.068,-2.3,0.3,-2.0,0.0,,wallake01
325,Jericho Sims,27,MIL,C,32,4,445,8.7,.822,.000,.265,10.0,18.8,14.4,5.6,0.7,1.1,36.9,8.6,0.3,0.3,0.6,.064,-4.6,-1.1,-5.7,-0.4,,simsje01
326,Noah Penda,21,ORL,SF,32,2,438,13.5,.526,.402,.265,12.2,19.3,15.7,11.6,2.1,2.6,15.0,16.6,0.2,0.6,0.8,.085,-1.1,0.3,-0.8,0.1,,pendano01
327,John Konchar,29,MEM,SG,30,1,435,12.9,.619,.549,.183,4.9,17.4,11.2,11.9,3.4,2.8,15.4,8.6,0.4,0.8,1.2,.130,-1.5,4.0,2.6,0.5,,konchjo01
328,GG Jackson II,21,MEM,PF,26,3,431,11.5,.538,.455,.224,2.7,16.9,9.8,7.8,2.0,3.1,11.7,19.6,-0.2,0.6,0.4,.045,-3.4,0.7,-2.7,-0.1,,jacksgg01
329,Aaron Holiday,29,HOU,PG,32,1,429,9.7,.563,.685,.208,1.0,5.9,3.5,9.7,1.5,0.9,11.4,17.8,0.4,0.4,0.8,.087,-2.3,-0.4,-2.7,-0.1,,holidaa01
330,Drew Eubanks,28,SAC,C,30,11,420,11.9,.609,.036,.391,6.5,15.5,10.9,2.8,1.4,4.1,16.2,15.7,0.0,0.2,0.3,.032,-3.7,-0.7,-4.4,-0.3,,eubandr01
331,Tony Bradley,28,IND,C,38,3,416,13.2,.604,.019,.406,13.9,13.7,13.8,7.1,0.7,1.5,12.0,14.4,0.7,0.3,0.9,.109,-2.5,-1.5,-4.0,-0.2,,bradlto01
332,Kristaps Porziņģis,30,ATL,C,17,12,413,20.5,.592,.410,.386,5.5,17.5,11.4,16.8,1.0,4.8,6.1,26.5,0.9,0.5,1.4,.162,2.6,0.7,3.3,0.6,,porzikr01
333,Jaden Hardy,23,DAL,SG,33,4,411,10.7,.547,.637,.200,2.9,8.5,5.8,10.3,0.9,0.4,11.2,23.8,-0.1,0.3,0.2,.023,-2.0,-1.8,-3.8,-0.2,,hardyja02
334,Derrick Jones Jr.,28,LAC,SF,17,13,411,15.3,.674,.470,.265,4.4,8.3,6.4,7.4,1.6,4.2,9.7,15.6,0.8,0.3,1.1,.124,0.9,-0.1,0.7,0.3,,jonesde02
335,Trayce Jackson-Davis,25,GSW,C,35,1,408,16.0,.601,.010,.510,12.5,17.7,15.1,11.1,1.5,4.2,12.6,14.7,0.7,0.6,1.3,.148,-0.9,0.8,-0.2,0.2,,jackstr02
336,Christian Braun,24,DEN,SG,14,14,404,10.4,.532,.297,.288,5.9,10.4,8.3,11.4,1.1,1.4,12.0,15.5,0.2,0.2,0.4,.050,-2.2,-1.3,-3.5,-0.1,,braunch01
337,Josh Green,25,CHO,SG,25,0,401,9.8,.596,.722,.122,7.3,7.4,7.3,8.6,1.7,0.4,14.4,11.6,0.4,0.3,0.7,.081,-1.6,0.1,-1.5,0.0,,greenjo02
338,Kyle Anderson,32,UTA,SF,20,0,401,14.3,.565,.046,.349,5.1,13.1,9.0,20.9,2.7,2.4,11.9,14.7,0.5,0.2,0.7,.082,-1.0,0.5,-0.5,0.2,,anderky01
339,Jonathan Isaac,28,ORL,PF,39,0,396,12.1,.523,.381,.571,8.6,21.0,14.7,4.6,1.8,4.9,12.5,12.8,0.1,0.6,0.7,.085,-2.7,0.9,-1.8,0.0,,isaacjo01
340,Jase Richardson,20,ORL,SG,33,0,396,12.5,.591,.410,.230,4.7,8.5,6.6,15.2,1.0,0.4,12.1,18.5,0.4,0.2,0.6,.079,-0.7,-1.5,-2.2,0.0,,richaja02
341,Tyrese Proctor,21,CLE,PG,36,1,390,10.7,.533,.623,.170,1.6,9.8,5.7,17.3,1.7,0.0,11.4,20.5,0.1,0.3,0.5,.056,-2.6,-0.7,-3.3,-0.1,,proctty01
342,Paul Reed,26,DET,C,33,6,386,21.4,.618,.149,.239,17.6,21.8,19.7,14.7,3.6,4.9,18.2,19.3,0.6,0.9,1.5,.189,0.6,2.6,3.3,0.5,,reedpa01
343,Trendon Watford,25,PHI,PF,25,4,383,13.3,.576,.180,.306,5.1,18.2,11.5,24.5,1.0,1.4,17.1,16.8,0.4,0.4,0.8,.100,-1.7,0.4,-1.3,0.1,,watfotr01
344,Asa Newell,20,ATL,PF,34,0,371,14.3,.640,.477,.156,9.0,11.5,10.2,6.8,1.5,2.9,11.6,17.5,0.4,0.4,0.8,.101,-0.9,-0.7,-1.6,0.0,,newelas01
345,Guerschon Yabusele,30,NYK,C,41,0,366,8.6,.499,.636,.112,7.0,19.2,13.0,6.4,0.8,1.4,11.8,14.6,0.0,0.4,0.4,.050,-3.1,-0.8,-3.9,-0.2,,yabusgu01
346,Jeremiah Robinson-Earl,25,2TM,PF,22,3,361,9.5,.468,.410,.180,10.3,20.4,15.2,5.7,1.2,0.2,10.0,14.0,0.0,0.3,0.3,.039,-3.5,-1.6,-5.1,-0.3,,robinje02
347,Jeremiah Robinson-Earl,25,IND,PF,17,3,300,8.8,.443,.398,.169,11.0,20.8,15.7,5.5,1.1,0.3,10.1,13.9,-0.1,0.2,0.2,.025,-3.5,-1.8,-5.3,-0.3,,robinje02
348,Jeremiah Robinson-Earl,25,DAL,PF,5,0,61,13.0,.586,.471,.235,7.1,18.5,13.0,6.7,1.5,0.0,9.6,14.3,0.1,0.1,0.1,.112,-3.1,-0.9,-4.0,0.0,,robinje02
349,Bogdan Bogdanović,33,LAC,SG,16,3,360,8.5,.511,.615,.162,1.7,13.0,7.5,17.2,1.1,0.3,13.2,17.8,0.0,0.2,0.1,.019,-2.7,-1.0,-3.8,-0.2,,bogdabo01
350,Jamaree Bouyea,26,PHO,PG,23,0,358,17.0,.601,.360,.132,3.4,11.1,7.1,16.9,2.2,2.4,8.9,18.5,0.6,0.4,1.1,.144,1.5,1.3,2.7,0.4,,bouyeja01
351,Branden Carlson,26,OKC,C,33,2,357,15.4,.602,.453,.133,5.8,18.3,12.3,7.5,0.8,4.4,8.1,17.9,0.4,0.7,1.1,.146,-0.4,0.2,-0.2,0.2,,carlsbr01
352,Jeremy Sochan,22,SAS,PF,27,0,354,10.0,.543,.357,.163,8.0,14.1,11.1,10.7,1.4,1.0,14.6,14.7,0.2,0.5,0.6,.082,-3.5,0.2,-3.3,-0.1,,sochaje01
353,Cam Whitmore,21,WAS,SF,21,0,354,13.8,.528,.331,.183,5.6,11.7,8.6,6.6,2.0,2.0,9.0,23.6,-0.1,0.1,0.1,.009,-1.1,-2.1,-3.2,-0.1,,whitmca01
354,Quenton Jackson,27,IND,PG,23,9,349,12.4,.568,.388,.438,3.5,9.9,6.6,17.5,1.9,1.0,15.3,20.6,0.1,0.3,0.4,.052,-2.1,0.4,-1.7,0.0,,jacksqu01
355,Tyler Herro,26,MIA,SG,11,10,349,18.1,.605,.370,.227,1.8,13.6,7.6,13.3,1.5,1.3,7.9,25.1,0.5,0.4,0.9,.123,2.5,0.2,2.7,0.4,,herroty01
356,Kasparas Jakučionis,19,MIA,PG,23,7,348,8.6,.517,.602,.241,5.6,10.4,8.0,15.0,1.9,0.3,16.4,12.8,0.1,0.4,0.5,.069,-3.3,1.0,-2.4,0.0,,jakucka01
357,Jamir Watkins,24,WAS,SG,22,2,343,8.2,.501,.571,.286,5.5,17.9,11.6,5.6,2.4,2.3,14.2,11.2,0.0,0.3,0.2,.031,-6.0,0.3,-5.7,-0.3,,watkija01
358,Tristan Vukcevic,22,WAS,C,30,2,342,15.8,.557,.390,.468,5.2,16.7,10.9,13.0,1.1,5.1,13.9,26.3,0.0,0.2,0.2,.031,-1.5,-1.1,-2.5,0.0,,vukcetr01
359,Liam McNeeley,20,CHO,SF,28,0,342,9.3,.566,.659,.352,3.7,15.8,9.9,8.9,0.7,0.8,10.6,14.0,0.3,0.2,0.6,.081,-2.0,-0.4,-2.4,0.0,,mcneeli01
360,Thomas Bryant,28,CLE,C,34,0,333,17.5,.646,.518,.272,8.0,21.7,14.8,8.7,1.1,3.6,9.2,17.5,0.7,0.4,1.2,.168,0.9,0.0,0.9,0.2,,bryanth01
361,Rob Dillingham,21,MIN,PG,35,0,326,6.0,.404,.234,.142,1.7,11.9,6.9,24.0,2.8,0.8,19.4,24.0,-1.0,0.5,-0.5,-0.071,-7.8,-0.2,-8.0,-0.5,,dilliro01
362,Moussa Cisse,23,DAL,C,27,1,319,16.1,.606,.000,.871,17.4,23.2,20.4,2.5,1.5,8.4,19.7,14.0,0.3,0.6,0.9,.135,-3.9,1.5,-2.4,0.0,,cissemo01
363,Cam Christie,20,LAC,SG,32,0,318,10.3,.525,.422,.444,4.2,15.4,9.9,8.9,1.3,0.6,11.5,17.0,0.0,0.2,0.2,.036,-2.7,-1.5,-4.2,-0.2,,chrisca02
364,Jett Howard,22,ORL,SF,28,0,308,10.7,.516,.634,.146,3.5,11.0,7.2,11.0,0.6,1.2,4.4,18.7,0.2,0.2,0.4,.065,-1.2,-1.6,-2.8,-0.1,,howarje01
365,Ethan Thompson,26,IND,SG,20,5,306,6.9,.479,.691,.185,3.7,8.7,6.1,11.7,1.6,1.4,12.0,13.7,-0.1,0.2,0.1,.013,-4.3,0.3,-4.0,-0.2,,thompet01
366,Dalen Terry,23,CHI,SG,31,0,305,11.4,.541,.451,.159,5.7,12.4,9.1,13.5,3.0,2.3,17.0,14.6,0.0,0.3,0.4,.058,-3.0,1.2,-1.8,0.0,,terryda01
367,Jamison Battle,24,TOR,SF,35,2,301,11.5,.686,.585,.110,3.7,15.5,9.5,6.4,0.8,0.7,13.1,14.0,0.3,0.3,0.6,.096,-1.3,-0.5,-1.8,0.0,,battlja01
368,Nick Smith Jr.,21,LAL,SG,23,1,300,9.6,.543,.548,.089,0.8,6.1,3.5,13.0,1.3,0.6,12.3,21.2,-0.1,0.1,0.0,.001,-2.3,-2.5,-4.9,-0.2,,smithni01
369,Larry Nance Jr.,33,CLE,PF,22,2,300,8.0,.452,.512,.060,7.1,13.9,10.5,9.6,2.2,1.2,10.4,13.3,0.0,0.3,0.3,.050,-4.9,0.8,-4.1,-0.2,,nancela02
370,Julian Phillips,22,CHI,SF,33,2,299,9.4,.541,.579,.105,7.3,7.0,7.2,3.0,2.4,1.7,7.0,12.1,0.2,0.2,0.4,.062,-3.0,0.0,-3.0,-0.1,,phillju01
371,Micah Potter,27,IND,C,17,2,299,12.7,.610,.679,.395,4.5,20.1,12.0,10.9,0.8,1.5,11.2,15.1,0.4,0.2,0.6,.102,-1.0,-0.5,-1.5,0.0,,pottemi01
372,Carter Bryant,20,SAS,PF,37,0,298,6.4,.450,.546,.124,5.5,16.7,11.2,3.1,1.0,1.5,10.5,16.2,-0.3,0.4,0.1,.009,-5.3,-1.1,-6.3,-0.3,,bryanca01
373,Julian Strawther,23,DEN,SG,26,1,291,9.8,.513,.417,.427,0.8,13.7,7.6,10.4,1.4,0.6,8.1,18.7,0.0,0.2,0.2,.037,-4.0,-1.2,-5.1,-0.2,,strawju01
374,Ousmane Dieng,22,OKC,C,25,0,286,10.9,.566,.536,.071,3.2,11.9,7.8,12.3,0.3,2.4,7.5,14.2,0.3,0.4,0.7,.119,-0.9,0.2,-0.7,0.1,,diengou01
375,Zach Edey,23,MEM,C,11,11,284,20.7,.669,.051,.327,16.1,29.3,22.8,6.6,1.2,6.9,18.8,20.1,0.4,0.5,0.9,.154,-0.6,1.5,0.9,0.2,,edeyza01
376,Terrence Shannon Jr.,25,MIN,SG,22,0,282,6.9,.538,.457,.333,2.4,8.4,5.4,6.4,1.2,0.3,13.9,16.1,-0.1,0.3,0.2,.032,-4.8,-0.8,-5.6,-0.2,,shannte01
377,Trae Young,27,ATL,PG,10,10,280,19.8,.577,.437,.541,0.0,5.9,2.9,45.7,1.7,0.3,13.5,28.9,0.7,0.2,0.9,.147,3.3,-1.9,1.4,0.2,,youngtr01
378,Ariel Hukporti,23,NYK,C,32,4,279,11.2,.593,.029,.629,13.0,22.4,17.6,7.4,0.9,6.5,27.6,9.3,0.2,0.4,0.6,.105,-4.0,1.6,-2.3,0.0,,hukpoar01
379,Christian Koloko,25,3TM,C,18,3,279,9.6,.484,.074,.074,9.2,13.8,11.5,6.5,2.0,6.7,16.5,9.9,0.0,0.4,0.4,.063,-5.1,2.1,-2.9,-0.1,,kolokch01
380,Christian Koloko,25,LAL,C,2,0,6,-0.4,,,,0.0,18.9,9.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.017,-6.5,-1.8,-8.3,0.0,,kolokch01
381,Christian Koloko,25,MEM,C,11,2,195,9.0,.394,.029,.114,10.4,13.5,12.0,6.5,2.4,6.3,16.0,9.3,-0.1,0.3,0.2,.052,-4.9,2.1,-2.8,0.0,,kolokch01
382,Christian Koloko,25,ATL,C,5,1,78,11.8,.658,.158,.000,6.9,14.1,10.4,6.9,1.2,8.2,17.4,12.4,0.1,0.1,0.2,.094,-5.4,2.5,-2.9,0.0,,kolokch01
383,Kobe Brown,26,LAC,PF,31,0,278,10.9,.498,.584,.338,7.8,13.5,10.7,12.6,1.4,0.7,11.1,15.9,0.1,0.2,0.3,.053,-1.5,-1.3,-2.7,-0.1,,brownko01
384,Ben Saraf,19,BRK,SG,16,5,277,5.2,.449,.500,.192,2.4,8.4,5.2,21.6,2.2,1.3,27.4,18.4,-0.7,0.2,-0.5,-0.087,-6.3,-1.4,-7.7,-0.4,,sarafbe01
385,Malaki Branham,22,WAS,SG,28,0,275,14.1,.604,.407,.374,4.6,12.3,8.4,11.9,1.7,1.0,12.4,18.3,0.3,0.1,0.4,.073,-1.0,-1.4,-2.4,0.0,,branhma01
386,Isaiah Livers,27,PHO,PF,26,0,268,10.2,.571,.694,.204,6.5,16.0,11.2,9.1,2.2,2.5,18.3,10.3,0.2,0.4,0.5,.097,-2.0,1.8,-0.2,0.1,,liveris01
387,Kelly Olynyk,34,SAS,C,28,0,267,13.1,.569,.528,.417,7.4,13.9,10.7,17.6,2.3,0.3,15.8,16.0,0.3,0.4,0.7,.122,-1.7,1.2,-0.5,0.1,,olynyke01
388,Olivier-Maxence Prosper,23,MEM,PF,23,0,259,12.1,.619,.365,.432,6.2,14.6,10.4,8.0,0.7,1.1,15.4,16.6,0.2,0.2,0.5,.086,-1.9,-1.0,-2.9,-0.1,,prospol01
389,Duop Reath,29,POR,C,32,0,258,10.7,.613,.743,.081,4.1,11.9,7.9,5.5,0.9,2.8,8.4,13.1,0.3,0.2,0.5,.096,-0.8,-0.2,-1.0,0.1,,reathdu01
390,Nick Richards,28,PHO,C,28,2,254,11.4,.534,.000,.394,15.0,24.9,19.9,4.4,0.8,5.2,23.1,17.9,-0.2,0.4,0.2,.044,-5.9,-0.7,-6.7,-0.3,,richani01
391,Maxi Kleber,34,LAL,PF,22,1,244,6.9,.467,.405,.333,7.9,11.2,9.6,7.6,1.4,1.9,12.7,9.8,0.1,0.1,0.2,.042,-4.4,-0.6,-5.0,-0.2,,klebima01
392,Kevon Looney,29,NOP,C,17,6,237,13.0,.455,.191,.170,17.4,22.5,19.9,13.5,1.2,3.3,13.7,10.2,0.3,0.2,0.4,.090,-1.7,-0.8,-2.6,0.0,,looneke01
393,Dorian Finney-Smith,32,HOU,PF,15,0,236,4.4,.429,.800,.060,6.5,11.7,9.1,4.6,1.1,0.8,14.9,10.6,-0.1,0.2,0.1,.025,-5.3,-0.6,-5.9,-0.2,,finnedo01
394,Jevon Carter,30,CHI,PG,22,0,234,12.3,.580,.753,.108,2.3,7.2,4.8,10.5,2.4,0.0,9.3,19.4,0.1,0.2,0.3,.060,-0.7,-0.5,-1.2,0.0,,carteje01
395,Yang Hansen,20,POR,C,28,1,233,3.2,.393,.434,.237,6.4,16.4,11.3,11.5,0.4,3.0,22.2,18.8,-0.6,0.2,-0.4,-0.088,-8.4,-0.4,-8.8,-0.4,,yangha01
396,Jae'Sean Tate,30,HOU,SF,29,0,232,10.9,.551,.328,.078,10.0,10.5,10.2,8.6,1.3,1.2,10.8,13.3,0.3,0.2,0.5,.109,-2.9,-0.5,-3.4,-0.1,,tateja01
397,Chris Paul,40,LAC,PG,16,0,228,8.2,.413,.536,.036,3.2,11.0,7.2,31.5,2.4,0.0,22.0,14.2,-0.1,0.2,0.1,.013,-4.0,-0.4,-4.3,-0.1,,paulch01
398,Yanic Konan Niederhäuser,22,LAC,C,27,0,226,14.6,.656,.055,.564,11.2,16.6,14.0,5.3,0.4,4.6,14.9,15.9,0.4,0.2,0.5,.113,-3.2,-1.1,-4.4,-0.1,,konanya01
399,KJ Simpson,23,CHO,PG,14,2,223,7.8,.437,.438,.180,2.6,11.8,7.4,21.9,3.3,0.0,20.0,22.7,-0.5,0.3,-0.2,-0.048,-5.7,0.1,-5.6,-0.2,,simpskj01
400,Amir Coffey,28,MIL,SG,27,0,214,6.9,.538,.500,.318,2.7,7.8,5.3,4.9,0.5,0.9,7.4,11.2,0.1,0.1,0.1,.030,-3.8,-2.2,-6.0,-0.2,,coffeam01
401,Mohamed Diawara,20,NYK,SF,38,5,208,11.0,.515,.568,.081,4.6,16.7,10.5,12.3,2.1,1.9,13.5,17.9,0.0,0.3,0.3,.060,-2.1,0.3,-1.8,0.0,,diawamo01
402,Garrison Mathews,29,IND,SG,15,1,196,11.4,.628,.885,.442,1.1,8.5,4.6,7.1,1.5,1.3,4.6,14.0,0.3,0.1,0.4,.109,-1.3,0.1,-1.2,0.0,,mathega01
403,Nigel Hayes-Davis,31,PHO,SF,27,0,195,4.2,.356,.348,.087,6.7,12.2,9.4,4.6,2.0,1.0,14.3,12.0,-0.3,0.2,-0.1,-0.019,-6.4,-0.8,-7.2,-0.3,,hayesni01
404,Brooks Barnhizer,23,OKC,SG,26,0,192,7.3,.490,.207,.207,5.4,18.9,12.5,5.6,1.3,1.0,13.6,8.3,0.0,0.4,0.4,.091,-3.9,1.2,-2.7,0.0,,barnhbr01
405,Lindy Waters III,28,SAS,SG,27,0,188,6.3,.496,.870,.019,1.2,10.7,6.0,7.6,1.0,0.0,5.2,12.9,0.0,0.2,0.2,.051,-3.5,0.0,-3.5,-0.1,,waterli01
406,Rasheer Fleming,21,PHO,PF,28,0,186,9.1,.438,.554,.149,10.6,10.9,10.7,3.7,1.6,3.1,7.1,19.2,-0.1,0.2,0.1,.028,-4.5,-1.6,-6.1,-0.2,,flemira01
407,Javon Small,23,MEM,PG,15,0,184,10.0,.512,.552,.293,2.9,8.6,5.8,35.0,1.0,1.0,22.5,18.9,0.0,0.1,0.1,.034,-2.0,-1.3,-3.3,-0.1,,smallja01
408,Zach Collins,28,CHI,C,10,0,184,18.1,.666,.328,.313,9.5,22.8,16.3,11.8,0.5,1.9,12.1,19.0,0.4,0.1,0.5,.141,1.0,-0.8,0.2,0.1,,colliza01
409,Bronny James,21,LAL,SG,26,1,179,8.4,.488,.522,.109,2.7,5.1,3.9,20.2,2.7,0.5,19.9,14.6,-0.1,0.1,0.1,.015,-3.1,-0.9,-4.0,-0.1,,jamesbr02
410,RayJ Dennis,24,3TM,PG,15,0,177,6.8,.416,.534,.123,4.7,9.5,7.0,23.8,1.1,2.0,16.3,21.9,-0.4,0.1,-0.3,-0.070,-4.0,-1.1,-5.1,-0.1,,dennira01
411,RayJ Dennis,24,IND,PG,13,0,168,6.6,.421,.528,.125,4.9,8.6,6.7,22.4,0.9,2.1,15.6,22.6,-0.4,0.1,-0.3,-0.074,-3.9,-1.4,-5.3,-0.1,,dennira01
412,RayJ Dennis,24,LAC,PG,1,0,4,-6.0,,,,0.0,56.9,29.2,0.0,0.0,0.0,100.0,11.1,0.0,0.0,0.0,-0.279,-15.5,-0.4,-15.9,0.0,,dennira01
413,RayJ Dennis,24,ATL,PG,1,0,5,22.1,.000,1.000,.000,0.0,0.0,0.0,89.3,9.4,0.0,0.0,8.4,0.0,0.0,0.0,.245,1.4,9.2,10.5,0.0,,dennira01
414,DaRon Holmes,23,DEN,PF,13,6,171,10.2,.615,.810,.190,3.5,11.9,7.9,11.2,0.0,2.1,9.9,13.0,0.2,0.1,0.3,.084,-0.8,-1.5,-2.2,0.0,,holmeda01
415,Taurean Prince,31,MIL,SF,8,0,169,7.7,.623,.737,.079,0.0,8.6,4.3,6.3,1.7,1.1,11.3,11.6,0.1,0.1,0.2,.050,-3.4,-0.4,-3.7,-0.1,,princta02
416,AJ Johnson,21,WAS,SG,23,0,163,1.3,.306,.306,.065,4.5,12.3,8.4,11.3,1.5,0.0,14.7,19.1,-0.6,0.0,-0.6,-0.173,-8.7,-3.7,-12.5,-0.4,,johnsaj01
417,Joan Beringer,19,MIN,PF,23,0,162,18.9,.662,.000,.200,17.2,16.6,16.9,5.4,0.9,5.4,9.9,15.7,0.4,0.2,0.7,.194,-0.7,0.1,-0.6,0.1,,berinjo01
418,Chaz Lanier,24,DET,SG,18,0,162,10.0,.517,.824,.098,4.1,7.4,5.8,9.5,1.5,0.0,3.6,14.0,0.2,0.2,0.4,.105,-1.3,-0.6,-2.0,0.0,,laniech01
419,Hunter Tyson,25,DEN,PF,20,2,159,5.4,.367,.627,.216,3.0,21.0,12.4,13.3,0.6,0.6,8.2,16.8,-0.2,0.1,-0.1,-0.038,-6.1,-1.8,-7.9,-0.2,,tysonhu01
420,Pat Connaughton,33,CHO,SG,22,0,155,15.5,.621,.600,.289,4.5,17.0,10.9,12.7,1.6,0.6,5.6,14.6,0.3,0.1,0.5,.152,1.9,1.0,2.9,0.2,,connapa01
421,Walker Kessler,24,UTA,C,5,5,154,20.7,.786,.216,.541,16.1,22.4,19.2,13.9,2.1,5.7,25.9,16.6,0.3,0.1,0.5,.143,1.7,1.6,3.3,0.2,,kesslwa01
422,PJ Hall,23,2TM,C,15,2,154,17.7,.653,.114,.455,17.2,20.5,18.9,6.6,0.3,5.3,17.2,17.4,0.3,0.2,0.4,.140,-0.1,-0.4,-0.5,0.1,,hallpj01
423,PJ Hall,23,MEM,C,7,0,27,18.9,.630,.333,.333,11.8,23.4,17.7,11.0,0.0,7.0,8.8,17.3,0.1,0.0,0.1,.172,1.6,0.4,1.9,0.0,,hallpj01
424,PJ Hall,23,CHO,C,8,2,127,17.4,.659,.057,.486,18.3,19.9,19.1,5.7,0.4,5.0,19.1,17.4,0.2,0.1,0.4,.133,-0.4,-0.6,-1.1,0.0,,hallpj01
425,Chris Youngblood,23,OKC,SG,30,0,148,10.6,.533,.900,.200,4.6,12.6,8.8,7.8,1.0,0.7,1.8,16.2,0.2,0.2,0.4,.131,-2.0,-0.8,-2.8,0.0,,youngch01
